rule_type,rule,feature_a,operator_a,threshold_a,feature_b,operator_b,threshold_b,rows,coverage,target_rate,positive_rate,negative_rate,precision_positive,precision_negative,positive_lift,negative_lift
pair,work_study_hours > 1.99 AND daily_screen_time_hours > 4.5,work_study_hours,>,1.99,daily_screen_time_hours,>,4.5,29257,0.18920159861350028,0.23672967153159927,0.23672967153159927,0.7632703284684007,0.23672967153159927,0.7632703284684007,0.7277480771280357,1.1312580293136656
univariate,gaming_hours > 1.21,gaming_hours,>,1.21,,,,41446,0.26802643661807884,0.23568016213868648,0.23568016213868648,0.7643198378613135,0.23568016213868648,0.7643198378613135,0.72452170318987,1.132813527913952
pair,weekend_screen_time <= 6.58 AND work_study_hours > 0.95,weekend_screen_time,<=,6.58,work_study_hours,>,0.95,45944,0.29711447676448904,0.23478582622322827,0.23478582622322827,0.7652141737767717,0.23478582622322827,0.7652141737767717,0.7217723594402236,1.1341390408384435
pair,work_study_hours > 0.95 AND daily_screen_time_hours <= 4.5,work_study_hours,>,0.95,daily_screen_time_hours,<=,4.5,45552,0.2945794585925476,0.2287056550755181,0.2287056550755181,0.7712943449244819,0.2287056550755181,0.7712943449244819,0.7030808585703598,1.1431505825870274
pair,social_media_hours <= 1.91 AND weekend_screen_time > 5.41,social_media_hours,<=,1.91,weekend_screen_time,>,5.41,76606,0.4954020461218102,0.22778894603555858,0.22778894603555858,0.7722110539644415,0.22778894603555858,0.7722110539644415,0.7002627359548035,1.144509255161238
pair,weekend_screen_time > 5.41 AND work_study_hours > 1.99,weekend_screen_time,>,5.41,work_study_hours,>,1.99,26570,0.17182508374613603,0.2243884079789236,0.2243884079789236,0.7756115920210764,0.2243884079789236,0.7756115920210764,0.689808892058068,1.1495492597796204
pair,weekend_screen_time <= 5.41 AND work_study_hours > 0.95,weekend_screen_time,<=,5.41,work_study_hours,>,0.95,22728,0.14697931890787277,0.22047694473776838,0.22047694473776838,0.7795230552622316,0.22047694473776838,0.7795230552622316,0.6777843755110252,1.1553465167053563
univariate,work_study_hours > 1.87,work_study_hours,>,1.87,,,,43004,0.2781018404749279,0.2201888196446842,0.2201888196446842,0.7798111803553158,0.2201888196446842,0.7798111803553158,0.676898628992189,1.1557735525966273
pair,work_study_hours > 1.45 AND daily_screen_time_hours <= 5.32,work_study_hours,>,1.45,daily_screen_time_hours,<=,5.32,46141,0.29838845273355147,0.21651026202292972,0.21651026202292972,0.7834897379770702,0.21651026202292972,0.7834897379770702,0.665590104722644,1.161225615503688
pair,weekend_screen_time <= 7.78 AND work_study_hours > 1.45,weekend_screen_time,<=,7.78,work_study_hours,>,1.45,45905,0.2968622683239132,0.20847402243764296,0.20847402243764296,0.7915259775623571,0.20847402243764296,0.7915259775623571,0.6408853101453745,1.173136284918267
pair,work_study_hours > 1.99 AND daily_screen_time_hours > 3.67,work_study_hours,>,1.99,daily_screen_time_hours,>,3.67,34923,0.22584295821100145,0.2069982533001174,0.2069982533001174,0.7930017466998827,0.2069982533001174,0.7930017466998827,0.6363485398065716,1.1753235515051772
pair,social_media_hours <= 1.91 AND daily_screen_time_hours > 3.67,social_media_hours,<=,1.91,daily_screen_time_hours,>,3.67,78023,0.5045656194627314,0.2068748958640401,0.2068748958640401,0.7931251041359599,0.2068748958640401,0.7931251041359599,0.6359693176485552,1.1755063819976426
pair,social_media_hours <= 1.91 AND work_study_hours > 0.95,social_media_hours,<=,1.91,work_study_hours,>,0.95,83423,0.5394867881578437,0.1990098653848459,0.1990098653848459,0.8009901346151541,0.1990098653848459,0.8009901346151541,0.6117908495640298,1.1871632990144991
univariate,gaming_hours > 1.41,gaming_hours,>,1.41,,,,27769,0.1795788765730693,0.19806258777773778,0.19806258777773778,0.8019374122222622,0.19806258777773778,0.8019374122222622,0.6088787538701558,1.1885672778658458
pair,social_media_hours <= 1.91 AND daily_screen_time_hours > 4.5,social_media_hours,<=,1.91,daily_screen_time_hours,>,4.5,46310,0.2994813559760467,0.1889224789462319,0.1889224789462319,0.8110775210537681,0.1889224789462319,0.8110775210537681,0.5807804737355445,1.2021140136929676
pair,weekend_screen_time <= 6.58 AND work_study_hours > 1.45,weekend_screen_time,<=,6.58,work_study_hours,>,1.45,28194,0.1823273018870365,0.18801872738880612,0.18801872738880612,0.8119812726111939,0.18801872738880612,0.8119812726111939,0.5780021846691049,1.203453481726389
pair,social_media_hours <= 1.91 AND daily_screen_time_hours > 5.32,social_media_hours,<=,1.91,daily_screen_time_hours,>,5.32,20021,0.1294734663786748,0.1794615653563758,0.1794615653563758,0.8205384346436242,0.1794615653563758,0.8205384346436242,0.5516959841219423,1.216136220588713
univariate,work_study_hours > 2.13,work_study_hours,>,2.13,,,,28763,0.18600695836620665,0.17873657128950388,0.17873657128950388,0.8212634287104961,0.17873657128950388,0.8212634287104961,0.5494672265915418,1.217210748614713
pair,work_study_hours > 0.95 AND daily_screen_time_hours <= 3.67,work_study_hours,>,0.95,daily_screen_time_hours,<=,3.67,18054,0.11675310733732555,0.17431040212695248,0.17431040212695248,0.8256895978730475,0.17431040212695248,0.8256895978730475,0.5358604147531694,1.2237708613526002
pair,weekend_screen_time <= 5.41 AND work_study_hours > 1.45,weekend_screen_time,<=,5.41,work_study_hours,>,1.45,13609,0.08800781199477475,0.1742229407010067,0.1742229407010067,0.8257770592989933,0.1742229407010067,0.8257770592989933,0.535591543157382,1.2239004896594607
pair,social_media_hours <= 1.38 AND weekend_screen_time > 7.78,social_media_hours,<=,1.38,weekend_screen_time,>,7.78,12880,0.08329345422093459,0.1687888198757764,0.1687888198757764,0.8312111801242236,0.1687888198757764,0.8312111801242236,0.5188861130528382,1.2319545074648404
pair,social_media_hours <= 1.91 AND work_study_hours > 1.45,social_media_hours,<=,1.91,work_study_hours,>,1.45,57149,0.36957590180684713,0.16873436105618647,0.16873436105618647,0.8312656389438136,0.16873436105618647,0.8312656389438136,0.5187186971941381,1.2320352219569808
pair,work_study_hours > 1.45 AND daily_screen_time_hours <= 4.5,work_study_hours,>,1.45,daily_screen_time_hours,<=,4.5,22934,0.1483114968247604,0.15095491410133427,0.15095491410133427,0.8490450858986658,0.15095491410133427,0.8490450858986658,0.46406159295333543,1.2583864914538476
univariate,gaming_hours > 1.72,gaming_hours,>,1.72,,,,13618,0.08806601394259994,0.14062270524306064,0.14062270524306064,0.8593772947569394,0.14062270524306064,0.8593772947569394,0.4322985905360816,1.2737000622760255
pair,weekend_screen_time <= 7.78 AND work_study_hours > 1.99,weekend_screen_time,<=,7.78,work_study_hours,>,1.99,22237,0.14380407930985423,0.13846292215676576,0.13846292215676576,0.8615370778432343,0.13846292215676576,0.8615370778432343,0.4256590426589793,1.2769011194464905
pair,social_media_hours <= 1.38 AND weekend_screen_time > 6.58,social_media_hours,<=,1.38,weekend_screen_time,>,6.58,30113,0.19473725053998475,0.134891907149736,0.134891907149736,0.865108092850264,0.134891907149736,0.865108092850264,0.414681123043126,1.2821937913201742
pair,social_media_hours <= 1.38 AND weekend_screen_time > 5.41,social_media_hours,<=,1.38,weekend_screen_time,>,5.41,49615,0.32085440459407377,0.12897309281467298,0.12897309281467298,0.871026907185327,0.12897309281467298,0.871026907185327,0.3964856610068218,1.2909661829497463
pair,work_study_hours > 1.99 AND daily_screen_time_hours <= 5.32,work_study_hours,>,1.99,daily_screen_time_hours,<=,5.32,19086,0.12342693068794702,0.12695169233993503,0.12695169233993503,0.873048307660065,0.12695169233993503,0.873048307660065,0.39027152528366266,1.2939621405184025
univariate,work_study_hours > 2.51,work_study_hours,>,2.51,,,,14273,0.09230182236765523,0.12408043158410986,0.12408043158410986,0.8759195684158901,0.12408043158410986,0.8759195684158901,0.38144477162635426,1.2982176927954028
pair,social_media_hours <= 1.91 AND work_study_hours > 1.99,social_media_hours,<=,1.91,work_study_hours,>,1.99,30108,0.1947049161245263,0.12106416899163013,0.12106416899163013,0.8789358310083699,0.12106416899163013,0.8789358310083699,0.37217225716887803,1.3026881551584664
pair,weekend_screen_time <= 6.58 AND work_study_hours > 1.99,weekend_screen_time,<=,6.58,work_study_hours,>,1.99,12863,0.08318351720837591,0.11536966493042058,0.11536966493042058,0.8846303350695794,0.11536966493042058,0.8846303350695794,0.35466636382677597,1.3111280921007673
pair,social_media_hours <= 1.38 AND daily_screen_time_hours > 5.32,social_media_hours,<=,1.38,daily_screen_time_hours,>,5.32,10389,0.0671844484395411,0.09895081336028491,0.09895081336028491,0.9010491866397151,0.09895081336028491,0.9010491866397151,0.3041919658287966,1.3354627963045798
pair,social_media_hours <= 1.38 AND work_study_hours > 0.95,social_media_hours,<=,1.38,work_study_hours,>,0.95,55228,0.3571530193877155,0.09875425508799884,0.09875425508799884,0.9012457449120012,0.09875425508799884,0.9012457449120012,0.30358771160171,1.335754119202193
pair,social_media_hours <= 1.38 AND daily_screen_time_hours > 3.67,social_media_hours,<=,1.38,daily_screen_time_hours,>,3.67,44628,0.28860405861582833,0.08306444384691225,0.08306444384691225,0.9169355561530877,0.08306444384691225,0.9169355561530877,0.25535451004599174,1.3590082983349139
pair,social_media_hours <= 1.38 AND daily_screen_time_hours > 4.5,social_media_hours,<=,1.38,daily_screen_time_hours,>,4.5,24870,0.16083138249026735,0.08029754724567752,0.08029754724567752,0.9197024527543225,0.08029754724567752,0.9197024527543225,0.24684858990453665,1.3631091704370804
pair,social_media_hours <= 0.9 AND weekend_screen_time > 6.58,social_media_hours,<=,0.9,weekend_screen_time,>,6.58,14332,0.0926833684700648,0.07493720346078706,0.07493720346078706,0.925062796539213,0.07493720346078706,0.925062796539213,0.2303699632205194,1.3710538418337885
pair,social_media_hours <= 1.38 AND work_study_hours > 1.45,social_media_hours,<=,1.38,work_study_hours,>,1.45,38081,0.24626537501455048,0.07216197053648801,0.07216197053648801,0.927838029463512,0.07216197053648801,0.927838029463512,0.22183841577581537,1.3751670693650209
pair,social_media_hours <= 0.9 AND weekend_screen_time > 5.41,social_media_hours,<=,0.9,weekend_screen_time,>,5.41,24415,0.15788895068354955,0.06958836780667622,0.06958836780667622,0.9304116321933238,0.06958836780667622,0.9304116321933238,0.21392671452689951,1.3789814568025691
pair,social_media_hours <= 1.38 AND work_study_hours > 1.99,social_media_hours,<=,1.38,work_study_hours,>,1.99,21291,0.13768640790511788,0.06439340566436523,0.06439340566436523,0.9356065943356348,0.06439340566436523,0.9356065943356348,0.19795649970186385,1.3866810128003273
pair,social_media_hours <= 0.9 AND daily_screen_time_hours > 4.5,social_media_hours,<=,0.9,daily_screen_time_hours,>,4.5,10393,0.06721031597190787,0.05734629077263543,0.05734629077263543,0.9426537092273646,0.05734629077263543,0.9426537092273646,0.17629244602166375,1.3971256809702042
pair,social_media_hours <= 0.9 AND work_study_hours > 1.99,social_media_hours,<=,0.9,work_study_hours,>,1.99,11210,0.07249375945781653,0.04344335414808207,0.04344335414808207,0.9565566458519179,0.04344335414808207,0.9565566458519179,0.13355240701645144,1.4177314979408766
pair,social_media_hours <= 0.9 AND daily_screen_time_hours > 3.67,social_media_hours,<=,0.9,daily_screen_time_hours,>,3.67,18913,0.1223081599130851,0.04092423200972876,0.04092423200972876,0.9590757679902713,0.04092423200972876,0.9590757679902713,0.1258081885567364,1.4214651386177684
pair,social_media_hours <= 0.9 AND work_study_hours > 0.95,social_media_hours,<=,0.9,work_study_hours,>,0.95,27416,0.17729606684170363,0.036876276626787274,0.036876276626787274,0.9631237233732127,0.036876276626787274,0.9631237233732127,0.11336407148777607,1.4274646932427264
pair,social_media_hours <= 0.9 AND work_study_hours > 1.45,social_media_hours,<=,0.9,work_study_hours,>,1.45,19223,0.1243128936715082,0.03641471154346356,0.03641471154346356,0.9635852884565365,0.03641471154346356,0.9635852884565365,0.11194514035132393,1.4281487879691763
